time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452150000	5.63491	19.742	5.73176	3.54036	0.358581	radar	1.39069e-309	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.64085	19.5813	4.293	3.78602	1.30278	lidar	1.29445e-321	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.48603	19.458	4.293	3.85116	1.30278	radar	1.39069e-309	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.20623	19.4168	4.78155	3.64378	0.172608	lidar	1.29445e-321	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	5.0171	19.3132	4.78155	3.65242	0.172608	radar	1.39069e-309	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.88633	19.0245	5.30527	4.00088	1.54195	lidar	1.29445e-321	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.73658	18.8374	5.30527	4.07797	1.54195	radar	1.39069e-309	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.48869	18.8044	5.02782	3.83304	0.269089	lidar	1.29445e-321	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.31287	18.6575	5.02782	3.8465	0.269089	radar	1.39069e-309	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.24276	18.4858	4.66256	4.00437	0.841708	lidar	1.29445e-321	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	4.10846	18.3217	4.66256	4.04646	0.841708	radar	1.39069e-309	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.56037	18.1731	6.84152	3.49797	-1.5541	lidar	1.29445e-321	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.26724	18.0767	6.84152	3.42027	-1.5541	radar	1.39069e-309	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.10746	17.7782	6.67281	3.72235	-0.017383	lidar	1.29445e-321	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	2.84805	17.6091	6.67281	3.72148	-0.017383	radar	1.39069e-309	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.87394	17.7487	3.63502	3.55282	-0.667964	lidar	1.29445e-321	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.71722	17.6844	3.63502	3.51942	-0.667964	radar	1.39069e-309	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.54771	17.2207	5.13289	4.17273	2.23002	lidar	1.29445e-321	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.44071	17.0179	5.13289	4.28423	2.23002	radar	1.39069e-309	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.27296	16.8338	5.45244	4.24447	1.60336	lidar	1.29445e-321	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.17053	16.6107	5.45244	4.32463	1.60336	radar	1.39069e-309	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92887	16.1636	7.67662	4.30212	1.19034	lidar	1.29445e-321	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.79893	15.8367	7.67662	4.36164	1.19034	radar	1.39069e-309	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.45888	15.9943	5.04153	3.91811	-0.901436	lidar	1.29445e-321	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.28706	15.831	5.04153	3.87304	-0.901436	radar	1.39069e-309	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.17045	15.4795	5.96418	4.10951	0.374386	lidar	1.29445e-321	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.01871	15.2527	5.96418	4.12822	0.374386	radar	1.39069e-309	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.750254	15.0177	6.72088	3.99552	-0.287533	lidar	1.29445e-321	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.545161	14.7856	6.72088	3.98114	-0.287533	radar	1.39069e-309	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.66999	14.6683	4.46511	4.22734	0.802923	lidar	1.29445e-321	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.577016	14.4821	4.46511	4.26749	0.802923	radar	1.39069e-309	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.305044	14.222	5.77305	4.08553	-0.16754	lidar	1.29445e-321	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.150595	14.0103	5.77305	4.07715	-0.16754	radar	1.39069e-309	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.386848	13.6955	4.74156	4.69144	2.3901	lidar	1.29445e-321	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.396017	13.4779	4.74156	4.81095	2.3901	radar	1.39069e-309	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0660467	13.2894	4.94805	4.0329	-1.30838	lidar	1.29445e-321	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.212773	13.1195	4.94805	3.96748	-1.30838	radar	1.39069e-309	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.0317772	12.9328	3.62171	4.43881	0.771912	lidar	1.29445e-321	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.0712929	12.7737	3.62171	4.4774	0.771912	radar	1.39069e-309	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.389519	12.4145	5.98458	4.08939	-0.963836	lidar	1.29445e-321	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.549316	12.2034	5.98458	4.0412	-0.963836	radar	1.39069e-309	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.602653	12.0302	5.41275	4.12372	-0.468793	lidar	1.29445e-321	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.742201	11.8245	5.41275	4.10028	-0.468793	radar	1.39069e-309	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-1.11517	11.4476	7.72562	3.93039	-1.07658	lidar	1.29445e-321	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.37118	11.2022	7.72562	3.87656	-1.07658	radar	1.39069e-309	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.43206	11.0231	6.43085	3.9664	-0.477815	lidar	1.29445e-321	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.6393	10.8038	6.43085	3.94251	-0.477815	radar	1.39069e-309	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.55209	10.4429	5.72475	4.35926	1.48639	lidar	1.29445e-321	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.63491	10.1897	5.72475	4.43358	1.48639	radar	1.39069e-309	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63617	10.1797	3.84806	4.46364	1.36922	lidar	1.29445e-321	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.67356	10.0064	3.84806	4.5321	1.36922	radar	1.39069e-309	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.72541	9.73801	4.68175	4.58879	1.31518	lidar	1.29445e-321	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.74389	9.52898	4.68175	4.65455	1.31518	radar	1.39069e-309	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.90068	8.87752	8.24138	4.4996	0.421832	lidar	1.29445e-321	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.97501	8.51197	8.24138	4.52069	0.421832	radar	1.39069e-309	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.17068	8.47771	6.22436	4.30729	-0.552005	lidar	1.29445e-321	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28976	8.20848	6.22436	4.27969	-0.552005	radar	1.39069e-309	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.25355	8.11504	4.63872	4.37431	-0.0278369	lidar	1.29445e-321	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.32487	7.91109	4.63872	4.37292	-0.0278369	radar	1.39069e-309	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.5539	7.62482	5.77775	4.15863	-0.972383	lidar	1.29445e-321	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.69722	7.40465	5.77775	4.11001	-0.972383	radar	1.39069e-309	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.80165	7.08818	6.38585	4.21045	-0.34787	lidar	1.29445e-321	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.94462	6.83114	6.38585	4.19305	-0.34787	radar	1.39069e-309	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8067	6.81021	3.81201	4.37366	0.504057	lidar	1.29445e-321	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.86288	6.64192	3.81201	4.39886	0.504057	radar	1.39069e-309	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.9068	6.27951	5.25648	4.56095	1.04239	lidar	1.29445e-321	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-2.93612	6.04539	5.25648	4.61307	1.04239	radar	1.39069e-309	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.13824	5.58933	7.2945	4.38643	-0.123703	lidar	1.29445e-321	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.24499	5.27444	7.2945	4.38025	-0.123703	radar	1.39069e-309	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.42338	5.08531	6.73636	4.2298	-0.7245	lidar	1.29445e-321	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.57437	4.80732	6.73636	4.19358	-0.7245	radar	1.39069e-309	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.6987	4.52622	6.7982	4.20489	-0.512239	lidar	1.29445e-321	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.85623	4.25021	6.7982	4.17928	-0.512239	radar	1.39069e-309	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-4.00503	4.0374	6.49097	4.13151	-0.609722	lidar	1.29445e-321	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-4.17497	3.7863	6.49097	4.10102	-0.609722	radar	1.39069e-309	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96158	3.70547	3.82062	4.40669	0.87532	lidar	1.29445e-321	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.01106	3.53438	3.82062	4.45046	0.87532	radar	1.39069e-309	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.12779	3.24874	4.93426	4.43136	0.579649	lidar	1.29445e-321	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.18644	3.03494	4.93426	4.46034	0.579649	radar	1.39069e-309	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.30558	2.60472	6.7881	4.46451	0.473305	lidar	1.29445e-321	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.37684	2.30502	6.7881	4.48818	0.473305	radar	1.39069e-309	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.59179	2.08326	6.65349	4.26964	-0.503582	lidar	1.29445e-321	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.72762	1.80346	6.65349	4.24446	-0.503582	radar	1.39069e-309	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.86703	1.53606	6.71852	4.21562	-0.518445	lidar	1.29445e-321	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-5.01944	1.26183	6.71852	4.18969	-0.518445	radar	1.39069e-309	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.75373	1.22454	3.65425	4.5389	1.16013	lidar	1.29445e-321	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-4.77795	1.05572	3.65425	4.59691	1.16013	radar	1.39069e-309	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-4.83872	0.838993	4.17021	4.58709	0.855763	lidar	1.29445e-321	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-4.85864	0.653193	4.17021	4.62988	0.855763	radar	1.39069e-309	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.07059	0.299764	5.73616	4.2911	-0.663943	lidar	1.29445e-321	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.17884	0.0673946	5.73616	4.2579	-0.663943	radar	1.39069e-309	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.29577	-0.200325	6.16071	4.23942	-0.593436	lidar	1.29445e-321	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.42759	-0.451744	6.16071	4.20975	-0.593436	radar	1.39069e-309	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.81312	-0.480121	5.73884	3.70393	-2.56319	lidar	1.29445e-321	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-6.04657	-0.608157	5.73884	3.57577	-2.56319	radar	1.39069e-309	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94746	-1.17415	5.51076	4.35731	1.37994	lidar	1.29445e-321	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.0272	-1.41441	5.51076	4.42631	1.37994	radar	1.39069e-309	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.24162	-1.53285	5.24296	4.18495	0.0945874	lidar	1.29445e-321	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.3621	-1.74014	5.24296	4.18968	0.0945874	radar	1.39069e-309	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.36019	-2.10169	5.92578	4.48983	1.30648	lidar	1.29445e-321	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.41043	-2.36823	5.92578	4.55515	1.30648	radar	1.39069e-309	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.74201	-2.47314	5.39967	4.10492	-0.807754	lidar	1.29445e-321	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88776	-2.67568	5.39967	4.06453	-0.807754	radar	1.39069e-309	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.83919	-3.05956	5.87912	4.45949	1.03655	lidar	1.29445e-321	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-6.89873	-3.32273	5.87912	4.51131	1.03655	radar	1.39069e-309	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.09818	-3.31908	4.36149	4.22069	-0.337259	lidar	1.29445e-321	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.19423	-3.496	4.36149	4.20383	-0.337259	radar	1.39069e-309	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.44701	-3.52422	4.00187	3.81896	-1.85873	lidar	1.29445e-321	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.59227	-3.63209	4.00187	3.72602	-1.85873	radar	1.39069e-309	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.85083	-4.17711	7.10808	4.17381	0.394025	lidar	1.29445e-321	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.00848	-4.44992	7.10808	4.19351	0.394025	radar	1.39069e-309	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.20948	-4.77812	7.89134	4.19332	0.279509	lidar	1.29445e-321	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.38894	-5.09889	7.89134	4.20729	0.279509	radar	1.39069e-309	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.37633	-5.16456	5.60169	4.274	0.537166	lidar	1.29445e-321	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.48423	-5.40539	5.60169	4.30086	0.537166	radar	1.39069e-309	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.85261	-5.53698	5.83087	3.89104	-1.43551	lidar	1.29445e-321	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-9.05547	-5.71383	5.83087	3.81927	-1.43551	radar	1.39069e-309	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.07695	-5.81878	4.52531	3.89431	-0.840898	lidar	1.29445e-321	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.23155	-5.95844	4.52531	3.85227	-0.840898	radar	1.39069e-309	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.32344	-5.87481	3.08195	3.60505	-1.67737	lidar	1.29445e-321	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.45087	-5.93196	3.08195	3.52118	-1.67737	radar	1.39069e-309	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.62632	-6.41002	5.08116	4.23524	1.45398	lidar	1.29445e-321	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.72009	-6.61007	5.08116	4.30794	1.45398	radar	1.39069e-309	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1509	-6.81241	6.74222	3.81731	-0.779493	lidar	1.29445e-321	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3905	-6.99657	6.74222	3.77834	-0.779493	radar	1.39069e-309	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.7307	-7.26535	8.00983	3.74281	-0.716654	lidar	1.29445e-321	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-11.0409	-7.47051	8.00983	3.70697	-0.716654	radar	1.39069e-309	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.2455	-7.58608	7.10268	3.66651	-0.749542	lidar	1.29445e-321	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.5379	-7.74776	7.10268	3.62903	-0.749542	radar	1.39069e-309	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.2302	-7.7298	2.48897	3.77847	0.0834381	lidar	1.29445e-321	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.3242	-7.79867	2.48897	3.78264	0.0834381	radar	1.39069e-309	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.4972	-7.84069	2.91782	3.65039	-0.485446	lidar	1.29445e-321	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.6099	-7.9005	2.91782	3.62612	-0.485446	radar	1.39069e-309	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0144	-8.0616	5.41106	3.47806	-0.922585	lidar	1.29445e-321	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2314	-8.1317	5.41106	3.43194	-0.922585	radar	1.39069e-309	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4217	-8.24976	5.551	3.5077	-0.482635	lidar	1.29445e-321	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6583	-8.33582	5.551	3.48357	-0.482635	radar	1.39069e-309	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.2107	-8.60068	8.47473	3.58588	0.00268514	lidar	1.29445e-321	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.5633	-8.76686	8.47473	3.58602	0.00268514	radar	1.39069e-309	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4878	-8.63802	4.67571	3.45836	-0.534896	lidar	1.29445e-321	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6986	-8.70318	4.67571	3.43161	-0.534896	radar	1.39069e-309	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9783	-8.9418	5.71572	3.64911	0.57039	lidar	1.29445e-321	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2049	-9.07145	5.71572	3.67763	0.57039	radar	1.39069e-309	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4247	-9.18869	5.77045	3.68508	0.480534	lidar	1.29445e-321	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6505	-9.32774	5.77045	3.70911	0.480534	radar	1.39069e-309	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-15.0359	-9.10864	5.43125	3.12299	-2.04209	lidar	1.29445e-321	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.286	-9.0906	5.43125	3.02089	-2.04209	radar	1.39069e-309	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.6344	-9.47404	6.46993	3.62993	1.02422	lidar	1.29445e-321	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.893	-9.61965	6.46993	3.68114	1.02422	radar	1.39069e-309	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-16.0983	-9.62507	5.76428	3.55422	0.312179	lidar	1.29445e-321	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.3432	-9.73333	5.76428	3.56982	0.312179	radar	1.39069e-309	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4584	-9.45234	3.65024	3.11815	-1.69419	lidar	1.29445e-321	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6268	-9.44084	3.65024	3.03344	-1.69419	radar	1.39069e-309	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-17.0483	-9.42405	5.7084	2.96205	-1.54697	lidar	1.29445e-321	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2966	-9.36998	5.7084	2.8847	-1.54697	radar	1.39069e-309	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.5443	-9.53553	5.49051	3.21753	0.0864301	lidar	1.29445e-321	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.796	-9.55527	5.49051	3.22185	0.0864301	radar	1.39069e-309	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9833	-9.44731	5.11705	3.02162	-0.73055	lidar	1.29445e-321	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2173	-9.41439	5.11705	2.98509	-0.73055	radar	1.39069e-309	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.306	-9.56761	3.96997	3.24755	0.502264	lidar	1.29445e-321	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.4866	-9.5896	3.96997	3.27266	0.502264	radar	1.39069e-309	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8972	-9.53933	5.76197	3.1142	-0.281683	lidar	1.29445e-321	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1555	-9.52988	5.76197	3.10011	-0.281683	radar	1.39069e-309	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3159	-9.15754	5.23944	2.46837	-2.76026	lidar	1.29445e-321	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.494	-8.99456	5.23944	2.33036	-2.76026	radar	1.39069e-309	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8287	-8.93924	5.84758	2.54672	-1.24494	lidar	1.29445e-321	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0461	-8.7837	5.84758	2.48448	-1.24494	radar	1.39069e-309	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2025	-9.4316	1.59513	3.38708	2.81657	lidar	1.29445e-321	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.2724	-9.45427	1.59513	3.52791	2.81657	radar	1.39069e-309	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.5526	-9.17628	3.20376	2.87879	-0.345847	lidar	1.29445e-321	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.6793	-9.13423	3.20376	2.8615	-0.345847	radar	1.39069e-309	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-20.9785	-8.90849	5.00619	2.40098	-1.8644	lidar	1.29445e-321	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.1262	-8.76151	5.00619	2.30776	-1.8644	radar	1.39069e-309	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.4707	-8.83851	5.10599	2.82199	0.245841	lidar	1.29445e-321	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
